id,date,tour,court,break,ref,time,home,away,h_coef,a_coef
Q5dayISi,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Tulsa, OK (США)",хард,2,https://www.flashscore.ru.com/match/Q5dayISi/#/match-summary/match-summary,Завершен,Нанда Г. (Сша),Шихи Дж. (Сша),1.12,5.40
hWpGUp7E,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Tulsa, OK (США)",хард,2,https://www.flashscore.ru.com/match/hWpGUp7E/#/match-summary/match-summary,Завершен,Heck H. (Сша),Жукаев Б. (Каз),3.30,1.29
E9D7K0q7,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Tulsa, OK (США)",хард,2,https://www.flashscore.ru.com/match/E9D7K0q7/#/match-summary/match-summary,Завершен(отказ),Dostanic S. (Сша),Чун Ю. (Кор),3.75,1.23
UDyqRopA,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Tulsa, OK (США)",хард,2,https://www.flashscore.ru.com/match/UDyqRopA/#/match-summary/match-summary,Завершен,Сюй Юй (Тайв),Martin A. (Сша),1.61,2.28
CxRmQ5aG,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Tulsa, OK (США)",хард,2,https://www.flashscore.ru.com/match/CxRmQ5aG/#/match-summary/match-summary,Завершен,Brumm J. (Сша),Суини Д. (Авс),3.05,1.33
AXhEtRqc,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Tulsa, OK (США)",хард,2,https://www.flashscore.ru.com/match/AXhEtRqc/#/match-summary/match-summary,Завершен,Шимабукуро Ш. (Япо),Chidekh C. (Фра),2.35,1.53
6ZjkQ6xs,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/6ZjkQ6xs/#/match-summary/match-summary,Завершен,Dal S. (Гер),Bubelyte K. (Лит),3.60,1.24
tdXpEoRe,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/tdXpEoRe/#/match-summary/match-summary,Завершен,Нууди М. (Эст),Ди Гиролами Т. (Бел),1.32,3.10
MgHqG7dq,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/MgHqG7dq/#/match-summary/match-summary,Завершен,Оляновская В. (Рос),Да Силва Фик Г. (Авс),1.41,2.70
YVa7Zec4,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/YVa7Zec4/#/match-summary/match-summary,Неявка,Glanzer D. (Авт),Шолль К. (Сша),8.60,1.04
fu13zxrb,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/fu13zxrb/#/match-summary/match-summary,Завершен,Nijkamp R. M. (Нид),Стивенс Л. (Нид),3.45,1.27
KnWlD5t2,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/KnWlD5t2/#/match-summary/match-summary,Завершен,Яшкова Ан. (Сла),Хиндова Д. (Чех),1.89,1.81
0pGmFRBk,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/0pGmFRBk/#/match-summary/match-summary,Завершен,Аркидьяконо Ф. (Ита),Геринг К. (Гер),1.86,1.85
GfkCYFCA,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/GfkCYFCA/#/match-summary/match-summary,Завершен,Миддендорф Ю. (Гер),Геттварт Ф. (Гер),1.16,4.60
SMrHmctr,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Bucharest (Румыния),грунт,2,https://www.flashscore.ru.com/match/SMrHmctr/#/match-summary/match-summary,Завершен,Ciubotaru M. D. (Рум),Хрдинкова Д. (Чех),2.00,1.73
Gr3tfa3E,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Bucharest (Румыния),грунт,2,https://www.flashscore.ru.com/match/Gr3tfa3E/#/match-summary/match-summary,Завершен,Тона М. (Ита),Salvi L. (Ита),1.22,3.85
A52pgJIK,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Bucharest (Румыния),грунт,2,https://www.flashscore.ru.com/match/A52pgJIK/#/match-summary/match-summary,Завершен,Mester C. M. (Рум),Rocchetti S. (Ита),2.45,1.49
EwoTpeQ0,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Bucharest (Румыния),грунт,2,https://www.flashscore.ru.com/match/EwoTpeQ0/#/match-summary/match-summary,Завершен,Tsoneva M. (Бог),Бехулова Б. (Сла),3.10,1.32
Mu6lhwYQ,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Bucharest (Румыния),грунт,2,https://www.flashscore.ru.com/match/Mu6lhwYQ/#/match-summary/match-summary,Завершен,Билардо Ф. (Ита),Safta A. (Рум),1.12,5.40
d2zYqFu7,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Bucharest (Румыния),грунт,2,https://www.flashscore.ru.com/match/d2zYqFu7/#/match-summary/match-summary,Завершен(отказ),Саван Ш. (Гер),Беженару К. П. (Рум),1.94,1.77
6DsLnHel,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Bucharest (Румыния),грунт,2,https://www.flashscore.ru.com/match/6DsLnHel/#/match-summary/match-summary,Завершен,Севчикова Л. (Чех),Gureva A. (Рос),4.10,1.20
ljWIGACD,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Bucharest (Румыния),грунт,2,https://www.flashscore.ru.com/match/ljWIGACD/#/match-summary/match-summary,Завершен,Bertea E. R. (Рум),Константинова Й. (Бог),5.60,1.11
lpXMZn2g,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Chiang Rai 4 (Таиланд),хард,2,https://www.flashscore.ru.com/match/lpXMZn2g/#/match-summary/match-summary,Завершен,Джандакет Ч. (Таи),Naklo T. (Таи),2.85,1.37
SUrEy9Xt,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Chiang Rai 4 (Таиланд),хард,2,https://www.flashscore.ru.com/match/SUrEy9Xt/#/match-summary/match-summary,Завершен,Ксун Ф. Й. (Кит),Yongmod T. (Таи),1.03,9.00
zwintkPP,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Chiang Rai 4 (Таиланд),хард,2,https://www.flashscore.ru.com/match/zwintkPP/#/match-summary/match-summary,Завершен,Момкунтод Т. (Таи),Нагата А. (Япо),1.63,2.14
tvAeJRHC,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Chiang Rai 4 (Таиланд),хард,2,https://www.flashscore.ru.com/match/tvAeJRHC/#/match-summary/match-summary,Завершен,Уэда Р. (Япо),Каллури Л. (Инд),1.03,10.00
8QBmLmm0,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Chiang Rai 4 (Таиланд),хард,2,https://www.flashscore.ru.com/match/8QBmLmm0/#/match-summary/match-summary,Завершен,Kawagishi N. (Япо),Куеарум С. (Таи),1.66,2.09
nHAiK726,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Chiang Rai 4 (Таиланд),хард,2,https://www.flashscore.ru.com/match/nHAiK726/#/match-summary/match-summary,Завершен,Pathania V. (Инд),Кавагути Н. (Япо),8.00,1.05
6LsIzTnm,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Chiang Rai 4 (Таиланд),хард,2,https://www.flashscore.ru.com/match/6LsIzTnm/#/match-summary/match-summary,Завершен,Бхандари П. (Инд),Поплавская А. (Укр),7.40,1.06
0KzRY6Ha,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Chiang Rai 4 (Таиланд),хард,2,https://www.flashscore.ru.com/match/0KzRY6Ha/#/match-summary/match-summary,Завершен,Yodpetch K. (Таи),Чанта А. (Таи),7.40,1.06
82VvqK5e,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Colorado Springs, CO (США)",хард,2,https://www.flashscore.ru.com/match/82VvqK5e/#/match-summary/match-summary,Завершен,Бруу-Сиверсен Ф. (Сша),Пелет Дж. (Сша),2.45,1.49
dOBZ41SE,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Colorado Springs, CO (США)",хард,2,https://www.flashscore.ru.com/match/dOBZ41SE/#/match-summary/match-summary,Завершен,Corley C. (Сша),Ly-Nguyen S. (Вье),1.48,2.47
M9RFpXt0,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Colorado Springs, CO (США)",хард,2,https://www.flashscore.ru.com/match/M9RFpXt0/#/match-summary/match-summary,Завершен,Pisareva A. (Укр),Corley I. (Сша),2.05,1.69
xMP3mZds,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Colorado Springs, CO (США)",хард,2,https://www.flashscore.ru.com/match/xMP3mZds/#/match-summary/match-summary,20:30TKP,Козаров К. (Сер),Kuczer D. (Пол),1.33,3.05
ldT7ngCm,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Colorado Springs, CO (США)",хард,2,https://www.flashscore.ru.com/match/ldT7ngCm/#/match-summary/match-summary,20:30TKP,Corley P. C. (Сша),Картер Р. (Кан),1.49,2.46
jRKqrvL1,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Colorado Springs, CO (США)",хард,2,https://www.flashscore.ru.com/match/jRKqrvL1/#/match-summary/match-summary,Завершен,Чи-Ю Су (Тайв),Шефбауэр М. (Сша),1.18,4.30
voMKqid6,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Colorado Springs, CO (США)",хард,2,https://www.flashscore.ru.com/match/voMKqid6/#/match-summary/match-summary,Завершен,Miroshnichenko V. (Рос),Ньюборн Р. (Сша),1.31,3.15
UHJmsbz8,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Colorado Springs, CO (США)",хард,2,https://www.flashscore.ru.com/match/UHJmsbz8/#/match-summary/match-summary,20:30TKP,Shaikh H. (Сша),Моргина А. (Рос),3.40,1.27
boNUVT4B,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Monastir 18 (Тунис),хард,2,https://www.flashscore.ru.com/match/boNUVT4B/#/match-summary/match-summary,Завершен,Астрид С. (Фра),Hosoki Y. (Япо),1.83,1.88
IoUtTRlU,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Monastir 18 (Тунис),хард,2,https://www.flashscore.ru.com/match/IoUtTRlU/#/match-summary/match-summary,Завершен,Вэй С. (Кит),Пулос А. (Авс),1.12,5.40
UBIQW9k5,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Monastir 18 (Тунис),хард,2,https://www.flashscore.ru.com/match/UBIQW9k5/#/match-summary/match-summary,Завершен,Лукаш В. (Вен),Шин Дж. (Кор),1.70,2.03
O63thKLD,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Monastir 18 (Тунис),хард,2,https://www.flashscore.ru.com/match/O63thKLD/#/match-summary/match-summary,Завершен,Ромеро К. (Эка),Симидзу Э. (Япо),3.60,1.25
fgQDZB5n,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Monastir 18 (Тунис),хард,2,https://www.flashscore.ru.com/match/fgQDZB5n/#/match-summary/match-summary,Завершен,Яо С. (Кит),Лукошуте А. (Лит),1.53,2.34
f75nlBKu,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Monastir 18 (Тунис),хард,2,https://www.flashscore.ru.com/match/f75nlBKu/#/match-summary/match-summary,Завершен,Валенте Д. (Ита),Лабрана Ф. (Чил),2.75,1.40
8dUHYVKh,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Monastir 18 (Тунис),хард,2,https://www.flashscore.ru.com/match/8dUHYVKh/#/match-summary/match-summary,Завершен,Смейкалова А. (Чех),Фалей А. (Блр),4.10,1.20
xxMYUmKH,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W15 Monastir 18 (Тунис),хард,2,https://www.flashscore.ru.com/match/xxMYUmKH/#/match-summary/match-summary,Завершен,Nirundorn M. N. (Таи),Коллер А. (Авт),1.28,3.35
4jErf9Ck,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Gurugram (Индия),хард,2,https://www.flashscore.ru.com/match/4jErf9Ck/#/match-summary/match-summary,Завершен,Ковапитуктед Пу. (Таи),Mummadi V. (Инд),1.21,4.00
0xboEU3L,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Gurugram (Индия),хард,2,https://www.flashscore.ru.com/match/0xboEU3L/#/match-summary/match-summary,Завершен,Марцинкевич Д. (Лат),Vadyala M. (Сша),1.03,9.60
ruCF0BZL,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Gurugram (Индия),хард,2,https://www.flashscore.ru.com/match/ruCF0BZL/#/match-summary/match-summary,Завершен,Мацуда М. (Япо),Bhamidipaty S. R. (Инд),1.16,4.50
ELeZGWJ2,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Gurugram (Индия),хард,2,https://www.flashscore.ru.com/match/ELeZGWJ2/#/match-summary/match-summary,Завершен,Морвайова В. (Сла),Имамура С. (Япо),1.98,1.74
bDDngTRe,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Gurugram (Индия),хард,2,https://www.flashscore.ru.com/match/bDDngTRe/#/match-summary/match-summary,Завершен,Baharmus H. (Инд),Чаудхари В. (Инд),6.00,1.09
hCfwGjZ8,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Gurugram (Индия),хард,2,https://www.flashscore.ru.com/match/hCfwGjZ8/#/match-summary/match-summary,Завершен,Костулас С. (Бел),Яшина Е. (Рос),1.29,3.30
MVAJaVlS,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Gurugram (Индия),хард,2,https://www.flashscore.ru.com/match/MVAJaVlS/#/match-summary/match-summary,Завершен,Тханди К. К. (Инд),Бависетти С. (Инд),1.09,6.20
r1mjDlJR,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Gurugram (Индия),хард,2,https://www.flashscore.ru.com/match/r1mjDlJR/#/match-summary/match-summary,Завершен,Уколова А. (Рос),Кобори М. (Япо),5.60,1.11
zsknt1FC,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/zsknt1FC/#/match-summary/match-summary,Завершен,Байерлова М. (Чех),Tsygourova K. (Шва),1.07,7.00
tvtx3OMP,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/tvtx3OMP/#/match-summary/match-summary,Завершен,Зайбольд Э. (Гер),Булгару М. (Рум),1.89,1.82
2msY347J,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/2msY347J/#/match-summary/match-summary,Завершен,Поточник Н. (Сло),Сакеллариди С. (Гре),2.19,1.61
ER0wrNp0,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/ER0wrNp0/#/match-summary/match-summary,Завершен,Фрухвиртова Б. (Чех),Мордергер Т. (Гер),1.10,5.80
lpgjuLUI,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/lpgjuLUI/#/match-summary/match-summary,Завершен,Козакова К. (Шва),Дёрст Дж. (Шва),3.30,1.29
p8pcbrVt,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/p8pcbrVt/#/match-summary/match-summary,Завершен,Палицова Б. (Чех),Tothova E. (Сла),1.05,8.00
vmkcOp7g,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/vmkcOp7g/#/match-summary/match-summary,Завершен,Крэчун Дж. (Рум),Мордергер Я. (Гер),2.05,1.69
hIasss06,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/hIasss06/#/match-summary/match-summary,Завершен,Якупович Д. (Сло),Надь А. (Вен),1.21,3.95
bJKYff6b,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Perigueux (Франция),грунт,2,https://www.flashscore.ru.com/match/bJKYff6b/#/match-summary/match-summary,Завершен,Алби О. (Фра),Бабель О. (Фра),1.71,2.01
l8DohhjH,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Perigueux (Франция),грунт,2,https://www.flashscore.ru.com/match/l8DohhjH/#/match-summary/match-summary,Завершен(отказ),Брюньон Ф. (Фра),Гамис А. (Вен),4.50,1.17
4KRPdGyn,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Perigueux (Франция),грунт,2,https://www.flashscore.ru.com/match/4KRPdGyn/#/match-summary/match-summary,Завершен,Веддер Е. (Нид),Андреева М. (Рос),2.45,1.49
QXzFzQKq,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Perigueux (Франция),грунт,2,https://www.flashscore.ru.com/match/QXzFzQKq/#/match-summary/match-summary,Завершен,Рувруа М. (Фра),Страхова В. (Укр),1.70,2.04
htKxfEL4,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Perigueux (Франция),грунт,2,https://www.flashscore.ru.com/match/htKxfEL4/#/match-summary/match-summary,Завершен,Хобгарски К. (Гер),Лейкина П. (Рос),1.21,3.90
WWItgYzB,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Perigueux (Франция),грунт,2,https://www.flashscore.ru.com/match/WWItgYzB/#/match-summary/match-summary,Завершен,Барташевич Я. (Рос),Яничиевич С. (Фра),5.40,1.12
nqHUezih,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Perigueux (Франция),грунт,2,https://www.flashscore.ru.com/match/nqHUezih/#/match-summary/match-summary,Завершен,Кемпен М. (Бел),Варгнье Л. (Фра),1.07,7.00
KfzJZqzj,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Perigueux (Франция),грунт,2,https://www.flashscore.ru.com/match/KfzJZqzj/#/match-summary/match-summary,Завершен,Рошка И.-Л. (Рум),Парто М. (Фра),1.64,2.12
rB0vZQO4,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Prokuplje (Сербия),грунт,2,https://www.flashscore.ru.com/match/rB0vZQO4/#/match-summary/match-summary,Завершен,Вюрт Т. (Хор),Мери Э. (Сла),1.09,6.20
z1BFUBXI,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Prokuplje (Сербия),грунт,2,https://www.flashscore.ru.com/match/z1BFUBXI/#/match-summary/match-summary,Завершен,Ромеро-Гормаз Л. (Исп),Ристич М. (Сер),1.14,4.90
lCqNQ2Wp,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Prokuplje (Сербия),грунт,2,https://www.flashscore.ru.com/match/lCqNQ2Wp/#/match-summary/match-summary,Завершен,Салкова Д. (Чех),Морателли А. (Ита),1.31,3.15
zuENx9Pu,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Prokuplje (Сербия),грунт,2,https://www.flashscore.ru.com/match/zuENx9Pu/#/match-summary/match-summary,Завершен,Рошка А. (Рум),Мейер-ауф-дер-Хайде Л. (Гер),1.18,4.40
dE4rYpvB,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Prokuplje (Сербия),грунт,2,https://www.flashscore.ru.com/match/dE4rYpvB/#/match-summary/match-summary,Завершен,Шабанин Н. (Вен),Макарова Е. (Рос),1.61,2.17
jy4nX4gH,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Prokuplje (Сербия),грунт,2,https://www.flashscore.ru.com/match/jy4nX4gH/#/match-summary/match-summary,Завершен,Бойович Я. (Сер),Гиороайе И.-Г. (Рум),4.50,1.17
EVCRyTvn,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Prokuplje (Сербия),грунт,2,https://www.flashscore.ru.com/match/EVCRyTvn/#/match-summary/match-summary,Завершен(отказ),Кан В. (Рос),Радивоевич Л. (Сер),1.70,2.03
MeCVzmfh,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Prokuplje (Сербия),грунт,2,https://www.flashscore.ru.com/match/MeCVzmfh/#/match-summary/match-summary,Завершен,Марцинко П. (Хор),Лодикова Д. (Рос),1.10,5.80
6ke9zXYr,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/6ke9zXYr/#/match-summary/match-summary,Завершен,Бондаренко М. (Рос),Кудерметова П. (Рос),2.70,1.41
8EFYtZeF,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/8EFYtZeF/#/match-summary/match-summary,Завершен,Линд Э. (Вел),Лансере С. (Рос),2.12,1.64
YsOrKBl2,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/YsOrKBl2/#/match-summary/match-summary,Завершен,Тимофеева М. (Рос),Конвэй Дж. (Вел),1.12,5.40
zm2RreR2,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/zm2RreR2/#/match-summary/match-summary,Завершен,Кадар Е.-Т. (Рум),Бриана Ш. (Рум),1.13,5.20
n5ExtgBL,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/n5ExtgBL/#/match-summary/match-summary,Завершен,Кимчи Ш. (Изр),Столлар Ф. (Вен),2.14,1.63
nRLWMD4q,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/nRLWMD4q/#/match-summary/match-summary,Завершен,Милованович Е. (Сер),Хирин Н. (Изр),6.40,1.08
lUxvaooB,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/lUxvaooB/#/match-summary/match-summary,Завершен,Мурамацу Ч. (Япо),Кудашова Д. (Рос),3.00,1.34
QHKzMXJk,23/06,ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/QHKzMXJk/#/match-summary/match-summary,Завершен,Власселар К. (Бел),Савиных В. (Рос),9.00,1.03
KSN3KoRG,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Wichita, KS (США)",хард,2,https://www.flashscore.ru.com/match/KSN3KoRG/#/match-summary/match-summary,Завершен,Арсено А. (Кан),Реми А. (Сша),2.17,1.62
OpQt56RT,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Wichita, KS (США)",хард,2,https://www.flashscore.ru.com/match/OpQt56RT/#/match-summary/match-summary,Завершен,Ма Е. (Кит),Мандлик Э. (Сша),2.90,1.36
SbjiP9Co,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Wichita, KS (США)",хард,2,https://www.flashscore.ru.com/match/SbjiP9Co/#/match-summary/match-summary,Завершен,Скотт К. (Сша),Коллинс К. (Сша),1.25,3.55
QgC80QZp,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Wichita, KS (США)",хард,2,https://www.flashscore.ru.com/match/QgC80QZp/#/match-summary/match-summary,Завершен,Стюарт К. (Сша),Санчес А.-С. (Мек),2.60,1.43
t2feOTRi,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Wichita, KS (США)",хард,2,https://www.flashscore.ru.com/match/t2feOTRi/#/match-summary/match-summary,Завершен,Rapolu M. (Сша),Hamilton H. (Ита),1.06,7.40
6anNv5E9,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Wichita, KS (США)",хард,2,https://www.flashscore.ru.com/match/6anNv5E9/#/match-summary/match-summary,Завершен,Дэй К. (Сша),Сакацуме Х. (Япо),1.28,3.35
rut1XM6q,23/06,"ITF ЖЕНЩИНЫ - ОДИНОЧНЫЙ РАЗРЯД. W25 Wichita, KS (США)",хард,2,https://www.flashscore.ru.com/match/rut1XM6q/#/match-summary/match-summary,Завершен,Крюгер Э. (Сша),Кувата Х. (Япо),1.26,3.50
